1	750.937
2	658.615
3	558.854
4	621.336
5	530.993
6	712.401
7	795.808
8	421.72
9	501.586
10	530.993
11	589.083
12	530.993
13	530.993
14	474.934
15	712.401
16	562.721
17	501.586
18	514.395
19	514.395
20	566.562
21	712.401
22	562.721
23	514.395
24	441.813
25	441.813
26	744.323
27	372.161
28	501.038
29	565.942
30	588.439
31	530.412
32	750.115
33	530.412
34	711.622
35	530.412
36	478.955
37	606.549
38	651.283
39	789.474
40	651.283
41	803.063
42	558.242
43	595.749
44	530.412
45	501.038
46	501.038
47	421.258
48	620.657
49	647.951
50	474.415
51	605.222
52	477.907
53	499.941
54	529.251
55	499.941
56	594.445
57	420.336
58	440.363
59	564.704
60	499.941
61	622.768
62	919.037
63	473.377
64	605.222
65	529.251
66	529.251
67	733.939
68	512.708
69	649.857
70	564.704
71	512.708
72	649.857
73	512.708
74	619.299
75	464.184
76	563.471
77	732.337
78	645.122
79	967.128
80	585.869
81	585.869
82	696.298
83	528.095
84	463.17
85	472.343
86	828.544
87	528.095
88	498.85
89	851.528
90	648.439
91	528.095
92	732.337
93	498.85
94	563.471
95	528.095
96	621.408
97	658.289
98	498.85
99	511.588
100	696.298
