1	587.151
2	733.939
3	1092.559
4	707.024
5	748.474
6	793.198
7	646.533
8	793.198
9	855.913
10	1168.785
11	646.533
12	529.251
13	656.455
14	605.222
15	685.359
16	512.708
17	748.474
18	649.857
19	675.862
20	697.821
21	883.17
22	725.078
23	710.065
24	646.533
25	675.862
26	657.895
27	767.231
28	699.352
29	620.657
30	565.942
31	699.352
32	735.549
33	501.038
34	651.283
35	530.412
36	865.325
37	651.283
38	770.046
39	686.862
40	651.283
41	750.115
42	677.344
43	792.21
44	750.115
45	651.283
46	711.622
47	606.549
48	651.283
49	792.21
50	803.063
51	503.245
52	609.221
53	516.096
54	654.152
55	532.748
56	806.601
57	481.065
58	532.748
59	568.436
60	792.952
61	568.436
62	503.245
63	953.009
64	660.793
65	753.42
66	846.228
67	609.221
68	702.433
69	753.42
70	650.806
71	726.872
72	660.793
73	803.889
74	532.748
75	626.883
76	675.862
77	594.445
78	685.359
79	1068.632
80	529.251
81	669.456
82	697.821
83	710.065
84	733.939
85	748.474
86	605.222
87	685.359
88	649.857
89	605.222
90	560.876
91	919.037
92	605.222
93	710.065
94	649.857
95	605.222
96	512.708
97	590.81
98	822.536
99	748.474
100	790.477
