1	1.021
2	0.855
3	1.071
4	0.8
5	1.191
6	0.858
7	0.744
8	0.814
9	1.085
10	1.004
11	0.865
12	0.885
13	0.752
14	0.736
15	0.978
16	0.925
17	1.045
18	0.88
19	0.858
20	0.921
21	0.814
22	1.296
23	1.588
24	1.125
25	1.02
26	1.126
27	1.146
28	1.105
29	1.244
30	1.045
31	1.186
32	1.058
33	0.897
34	0.772
35	1.065
36	1.179
37	1.027
38	1.236
39	1.108
40	1.035
41	0.925
42	0.885
43	1.095
44	1.047
45	1.207
46	0.984
47	0.888
48	1.051
49	1.143
50	0.989
51	0.852
52	0.908
53	0.837
54	0.987
55	1.256
56	1.261
57	0.945
58	1.028
59	1.052
60	0.748
61	0.976
62	1.094
63	0.972
64	0.997
65	0.807
66	1.043
67	0.881
68	1.025
69	0.974
70	0.769
71	1.086
72	1.148
73	0.893
74	1.092
75	1.222
76	1.003
77	1.055
78	0.88
79	0.737
80	0.663
81	0.867
82	0.925
83	0.792
84	0.781
85	0.772
86	0.867
87	0.752
88	0.833
89	0.841
90	1.081
91	0.989
92	1.127
93	1.024
94	1.127
95	0.834
96	0.816
97	0.967
98	1.16
99	0.856
100	0.746
